url,domain,url_len,count_dot,count_hyphen,has_at,has_ip,domain_len,tld_len,count_digits,https,num_subdirs,forms_count,password_field,external_resources,domain_age_days,dns_ttl,registrar_len,contains_login_words,label
https://www.sub36.pay344.net/p429/p79?q=597,sub36.pay344.net,43,3,0,0,0,16,3,13,1,2,0,0,3,1983,4779,11,1,0
http://www.sub35.ssl301.fr/p906/p504/p81?q=1421,sub35.ssl301.fr,47,3,0,0,0,15,2,17,0,3,0,0,2,883,3087,11,0,0
https://www.account795.br,account795.br,25,2,0,0,0,13,2,3,1,0,0,0,2,206,2768,14,1,0
https://www.update778.com/p627/p389/p881/p791?q=6955,update778.com,52,2,0,0,0,13,3,19,1,4,0,1,3,353,4554,12,0,0
https://www.site958775.jp/p329/p293,site958775.jp,35,2,0,0,0,13,2,12,1,2,0,0,2,1144,6772,11,0,0
https://www.sub93.login721.net/p21/p16/p761,sub93.login721.net,43,3,0,0,0,18,3,12,1,3,0,0,3,227,5554,15,1,1
http://www.sub4.bank65.fr/p142/p344/p573,sub4.bank65.fr,40,3,0,0,0,14,2,12,0,3,0,0,3,1035,5116,14,0,0
https://www.shop978.za/p18/p503,shop978.za,31,2,0,0,0,10,2,8,1,2,0,0,0,1666,3796,12,0,1
https://www.sub48.ssl184.de/p119,sub48.ssl184.de,32,3,0,0,0,15,2,8,1,1,2,0,4,922,4132,4,0,0
https://www.apple619.org/p976/p906/p533,apple619.org,39,2,0,0,0,12,3,12,1,3,0,0,1,1514,1978,13,0,1
https://www.shop507.com?q=1542,shop507.com,30,2,0,0,0,11,3,7,1,0,1,0,1,1843,4286,9,0,0
https://www.sub68.ssl381.de/p221/p35/p418/p573?q=8222,sub68.ssl381.de,53,3,0,0,0,15,2,20,1,4,0,0,3,1511,2816,15,0,0
http://www.sub11.site445780.in/p254/p633/p157,sub11.site445780.in,45,3,0,0,0,19,2,17,0,3,0,0,2,1236,4050,7,0,0
http://www.sub13.pay401.org/p849?q=4891,sub13.pay401.org,39,3,0,0,0,16,3,12,0,1,0,0,2,1044,2884,10,1,1
https://www.sub88.account630.br,sub88.account630.br,31,3,0,0,0,19,2,5,1,0,0,0,1,6,4123,15,1,1
https://www.sub64.facebook964.net?q=532,sub64.facebook964.net,39,3,0,0,0,21,3,8,1,0,1,0,3,749,4837,11,0,1
https://www.sub89.secure909.fr/p487/p278/p48/p947?q=4593,sub89.secure909.fr,56,3,0,0,0,18,2,20,1,4,1,1,3,2296,5484,8,1,1
https://www.paypal159.fr?q=1657,paypal159.fr,31,2,0,0,0,12,2,7,1,0,1,0,1,211,4204,11,1,1
https://www.sub16.pay893.za/p228/p513/p542/p857,sub16.pay893.za,47,3,0,0,0,15,2,17,1,4,0,0,3,430,4158,6,1,1
https://www.sub60.facebook464.br/p146,sub60.facebook464.br,37,3,0,0,0,20,2,8,1,1,0,0,3,2560,3925,15,0,1
https://www.sub68.ebay154.us/p526/p126,sub68.ebay154.us,38,3,0,0,0,16,2,11,1,2,0,0,2,490,4809,11,0,1
http://www.sub94.microsoft664.co/p981/p973?q=9094,sub94.microsoft664.co,49,3,0,0,0,21,2,15,0,2,0,0,3,752,3760,9,0,0
https://www.apple438.au/p834/p23?q=3570,apple438.au,39,2,0,0,0,11,2,12,1,2,0,0,2,1029,3418,15,0,0
https://www.account343.co/p126,account343.co,30,2,0,0,0,13,2,6,1,1,1,0,3,1520,1796,6,1,0
http://www.sub20.bank482.cn,sub20.bank482.cn,27,3,0,0,0,16,2,5,0,0,0,0,1,1682,6144,4,0,0
https://www.pay420.in/p566/p686/p796/p217?q=741,pay420.in,47,2,0,0,0,9,2,18,1,4,1,0,3,1858,4198,15,1,1
https://www.sub51.amazon503.fr/p387/p777/p869,sub51.amazon503.fr,45,3,0,0,1,18,2,14,1,3,0,0,2,2004,3002,8,0,0
https://www.sub60.paypal83.cn,sub60.paypal83.cn,29,3,0,0,0,17,2,4,1,0,0,0,3,1849,4566,15,1,1
https://www.site77950.jp/p746/p145,site77950.jp,34,2,0,0,0,12,2,11,1,2,0,1,3,20,3262,4,0,1
http://www.google341.com/p460/p302/p417,google341.com,39,2,0,0,0,13,3,12,0,3,0,0,2,1630,3024,11,0,0
https://www.sub93.paypal896.uk/p180?q=3273,sub93.paypal896.uk,42,3,0,0,0,18,2,12,1,1,0,0,2,1531,2936,6,1,0
https://www.sub54.facebook468.cn/p916?q=3964,sub54.facebook468.cn,44,3,0,0,0,20,2,12,1,1,1,0,1,690,4743,5,0,1
https://www.sub61.shop653.br?q=8563,sub61.shop653.br,35,3,0,0,0,16,2,9,1,0,0,0,2,2074,3323,3,0,1
https://www.sub73.ebay9.fr?q=8133,sub73.ebay9.fr,33,3,0,0,0,14,2,7,1,0,0,0,2,2341,3077,15,0,0
https://www.sub47.update878.uk/p154/p148?q=2886,sub47.update878.uk,47,3,0,0,0,18,2,15,1,2,0,0,3,666,3602,12,0,0
https://www.ssl69.es?q=85,ssl69.es,25,2,0,0,0,8,2,4,1,0,0,0,1,224,2727,8,0,1
https://www.sub81.update443.org?q=914,sub81.update443.org,37,3,0,0,0,19,3,8,1,0,0,0,2,946,2741,4,0,0
https://www.sub87.pay824.au,sub87.pay824.au,27,3,0,0,0,15,2,5,1,0,1,0,2,955,3147,15,1,0
https://www.sub61.pay827.jp/p195/p97/p100,sub61.pay827.jp,41,3,0,0,0,15,2,13,1,3,1,0,2,851,2272,3,1,0
https://www.sub5.bank872.uk/p818/p35,sub5.bank872.uk,36,3,0,0,0,15,2,9,1,2,0,0,3,386,3865,9,0,0
http://www.update703.us/p518,update703.us,28,2,0,0,0,12,2,6,0,1,0,0,2,662,5049,9,0,1
https://www.sub33.apple716.co/p99,sub33.apple716.co,33,3,0,0,0,17,2,7,1,1,1,0,5,207,3321,12,0,0
https://www.google12.za,google12.za,23,2,0,0,0,11,2,2,1,0,0,0,2,1311,2081,4,0,1
https://www.sub61.site950768.ca/p827/p107/p40/p379?q=2509,sub61.site950768.ca,57,3,0,0,0,19,2,23,1,4,0,0,3,2639,3600,4,0,1
https://www.google652.org/p926/p87,google652.org,34,2,0,0,0,13,3,8,1,2,0,0,3,1057,4524,9,0,0
https://www.facebook223.uk/p616/p29?q=7951,facebook223.uk,42,2,0,0,0,14,2,12,1,2,0,0,3,251,4902,7,0,0
http://www.secure598.es/p254,secure598.es,28,2,0,0,0,12,2,6,0,1,0,0,2,325,5801,15,1,1
https://www.sub65.amazon283.in,sub65.amazon283.in,30,3,0,0,0,18,2,5,1,0,0,0,4,763,3782,3,0,0
http://www.sub31.paypal861.uk/p659/p78/p61/p637?q=5071,sub31.paypal861.uk,54,3,0,0,0,18,2,19,0,4,0,0,2,849,4942,15,1,1
https://www.sub93.paypal235.cn/p860/p424?q=9122,sub93.paypal235.cn,47,3,0,0,0,18,2,15,1,2,1,1,3,187,5342,6,1,0
https://www.sub34.ssl242.co/p462/p930/p255/p379,sub34.ssl242.co,47,3,0,0,0,15,2,17,1,4,0,0,2,933,3359,8,0,0
https://www.sub58.bank732.in/p426/p517/p760/p710,sub58.bank732.in,48,3,0,0,0,16,2,17,1,4,0,0,4,1075,2356,3,0,1
https://www.sub72.secure759.de/p140/p229/p917,sub72.secure759.de,45,3,0,0,0,18,2,14,1,3,0,0,1,297,3146,3,1,0
https://www.sub31.account409.org/p467/p495/p978?q=7972,sub31.account409.org,54,3,0,0,0,20,3,18,1,3,1,0,2,1878,754,13,1,1
https://www.sub45.ssl296.ca,sub45.ssl296.ca,27,3,0,0,0,15,2,5,1,0,0,0,1,2529,2063,5,0,0
https://www.ebay529.ru/p784/p627/p650/p990,ebay529.ru,42,2,0,0,0,10,2,15,1,4,0,0,2,2572,3181,12,0,0
http://www.ssl466.in?q=5180,ssl466.in,27,2,0,0,0,9,2,7,0,0,0,0,3,499,2426,12,0,1
https://www.sub79.login786.de/p890?q=6942,sub79.login786.de,41,3,0,0,0,17,2,12,1,1,0,0,2,1135,4442,15,1,0
http://www.sub58.google47.com/p531?q=6924,sub58.google47.com,41,3,0,0,0,18,3,11,0,1,0,0,2,410,3629,10,0,0
https://www.apple160.co?q=4545,apple160.co,30,2,0,0,0,11,2,7,1,0,0,0,2,693,3145,14,0,1
https://www.sub9.site426369.za/p432/p653/p804/p885?q=7540,sub9.site426369.za,57,3,0,0,0,18,2,23,1,4,0,0,1,915,4206,8,0,1
https://www.update898.com/p646,update898.com,30,2,0,0,0,13,3,6,1,1,0,0,3,630,2332,9,0,1
http://www.sub20.login407.ru/p442/p521/p342/p55?q=6058,sub20.login407.ru,54,3,0,0,0,17,2,20,0,4,0,0,3,2825,2858,9,1,1
http://www.sub87.shop658.jp?q=6684,sub87.shop658.jp,34,3,0,0,0,16,2,9,0,0,0,0,4,1253,3650,10,0,0
https://www.sub69.login275.es/p803?q=6934,sub69.login275.es,41,3,0,0,0,17,2,12,1,1,0,0,2,82,1699,3,1,1
https://www.sub13.google319.br/p642/p604?q=1111,sub13.google319.br,47,3,0,0,0,18,2,15,1,2,0,0,3,1074,3810,13,0,1
http://www.ebay44.us/p712/p194,ebay44.us,30,2,0,0,1,9,2,8,0,2,1,0,2,1388,4536,11,0,0
https://www.sub49.login956.jp/p607,sub49.login956.jp,34,3,0,0,0,17,2,8,1,1,0,0,2,1398,4244,6,1,0
https://www.facebook128.cn/p520/p317,facebook128.cn,36,2,0,0,0,14,2,9,1,2,0,0,1,1054,2325,6,0,1
https://www.sub35.pay536.de/p422/p245/p961?q=616,sub35.pay536.de,48,3,0,0,0,15,2,17,1,3,0,0,2,1888,2179,4,1,0
https://www.sub47.pay248.es/p508/p174/p615,sub47.pay248.es,42,3,0,0,0,15,2,14,1,3,1,0,3,2599,2334,11,1,0
https://www.sub81.paypal653.us/p759/p56/p474/p832,sub81.paypal653.us,49,3,0,0,0,18,2,16,1,4,0,0,4,549,4044,8,1,1
https://www.sub39.facebook386.au/p773,sub39.facebook386.au,37,3,0,0,0,20,2,8,1,1,0,0,2,944,4182,5,0,0
https://www.secure616.uk/p32/p853?q=5918,secure616.uk,40,2,0,0,0,12,2,12,1,2,0,0,1,2283,4883,14,1,1
https://www.sub72.ssl826.org/p12,sub72.ssl826.org,32,3,0,0,0,16,3,7,1,1,1,1,3,328,2921,7,0,1
https://www.ebay309.uk/p562/p854/p1?q=3443,ebay309.uk,42,2,0,0,0,10,2,14,1,3,0,0,3,1496,3406,10,0,1
https://www.sub35.microsoft105.ca/p90?q=7353,sub35.microsoft105.ca,44,3,0,0,0,21,2,11,1,1,0,0,3,1147,2569,4,0,1
https://www.sub7.amazon958.org/p492/p324/p413/p758?q=5744,sub7.amazon958.org,57,3,0,0,0,18,3,20,1,4,1,0,1,1385,5377,4,0,0
http://www.sub3.google433.br/p795/p77/p694/p461,sub3.google433.br,47,3,0,0,0,17,2,15,0,4,0,0,3,90,5082,12,0,0
https://www.sub5.shop584.fr/p67/p921/p333?q=5455,sub5.shop584.fr,48,3,0,0,0,15,2,16,1,3,0,0,2,924,3986,6,0,0
https://www.sub8.paypal59.com,sub8.paypal59.com,29,3,0,0,0,17,3,3,1,0,0,0,2,3389,5650,11,1,1
https://www.sub28.account989.au/p612/p776?q=3199,sub28.account989.au,48,3,0,0,0,19,2,15,1,2,0,0,2,466,3639,9,1,0
https://www.secure900.in/p561/p157/p971?q=1423,secure900.in,46,2,0,0,0,12,2,16,1,3,0,0,3,1400,3613,12,1,0
https://www.sub55.paypal101.com/p785?q=8659,sub55.paypal101.com,43,3,0,0,0,19,3,12,1,1,0,0,4,1390,2718,4,1,1
http://www.microsoft685.cn/p586/p482/p725/p462,microsoft685.cn,46,2,0,0,0,15,2,15,0,4,0,0,2,839,3695,7,0,1
https://www.microsoft838.uk/p704/p623/p193?q=1180,microsoft838.uk,49,2,0,0,0,15,2,16,1,3,2,0,2,229,2422,9,0,1
https://www.sub75.account820.uk?q=4530,sub75.account820.uk,38,3,0,0,0,19,2,9,1,0,0,0,3,1766,2650,4,1,0
http://www.ebay448.za/p229?q=4767,ebay448.za,33,2,0,0,0,10,2,10,0,1,0,0,1,2185,5955,6,0,0
https://www.facebook324.au,facebook324.au,26,2,0,0,0,14,2,3,1,0,0,0,3,1124,3966,8,0,1
https://www.ebay711.es,ebay711.es,22,2,0,0,1,10,2,3,1,0,0,0,3,1025,4647,5,0,0
https://www.sub99.amazon418.de/p954/p214/p199/p140?q=3777,sub99.amazon418.de,57,3,0,0,0,18,2,21,1,4,0,0,2,1300,3461,8,0,0
https://www.sub48.amazon844.ca/p337/p651/p728,sub48.amazon844.ca,45,3,0,0,0,18,2,14,1,3,0,0,1,734,5299,4,0,0
https://www.sub32.ssl410.es?q=5767,sub32.ssl410.es,34,3,0,0,0,15,2,9,1,0,0,0,4,424,3443,5,0,0
http://www.sub46.apple412.fr/p522?q=9090,sub46.apple412.fr,40,3,0,0,0,17,2,12,0,1,0,0,1,674,5409,6,0,0
https://www.sub78.secure227.cn/p292?q=5980,sub78.secure227.cn,42,3,0,0,0,18,2,12,1,1,0,0,2,607,2961,15,1,1
https://www.bank821.fr,bank821.fr,22,2,0,0,0,10,2,3,1,0,0,0,2,1421,3662,3,0,0
http://www.update805.au/p287/p315/p531,update805.au,38,2,0,0,0,12,2,12,0,3,0,0,2,1030,3186,10,0,0
https://www.sub8.ssl641.in,sub8.ssl641.in,26,3,0,0,0,14,2,4,1,0,1,0,3,2036,2737,3,0,0
https://www.sub31.update582.uk?q=1846,sub31.update582.uk,37,3,0,0,0,18,2,9,1,0,1,0,3,803,2798,9,0,0
https://www.sub65.facebook764.za,sub65.facebook764.za,32,3,0,0,0,20,2,5,1,0,1,0,4,1398,2964,3,0,0
https://www.sub81.ssl772.org/p428/p884/p706/p73,sub81.ssl772.org,47,3,0,0,0,16,3,16,1,4,0,0,4,183,2268,13,0,0
https://www.sub22.secure715.br?q=3394,sub22.secure715.br,37,3,0,0,1,18,2,9,1,0,1,1,2,1128,2544,10,1,1
https://www.sub19.secure879.net/p799/p767/p608?q=3161,sub19.secure879.net,53,3,0,0,0,19,3,18,1,3,0,0,2,1489,3645,3,1,1
https://www.ssl246.com/p146/p103/p731,ssl246.com,37,2,0,0,0,10,3,12,1,3,0,0,3,704,1704,6,0,1
https://www.sub29.apple510.ca/p191?q=9498,sub29.apple510.ca,41,3,0,0,0,17,2,12,1,1,0,0,1,875,5108,14,0,0
https://www.microsoft452.com/p47/p44?q=5109,microsoft452.com,43,2,0,0,0,16,3,11,1,2,0,0,2,707,3514,11,0,0
https://www.sub94.ebay11.jp/p993/p574/p778?q=907,sub94.ebay11.jp,48,3,0,0,0,15,2,16,1,3,0,0,3,1871,2598,13,0,0
http://www.google24.de/p630/p259/p698/p574,google24.de,42,2,0,0,0,11,2,14,0,4,0,0,2,691,4104,13,0,1
http://www.sub56.login727.br/p212/p888/p209/p740?q=6840,sub56.login727.br,55,3,0,0,0,17,2,21,0,4,1,0,3,971,2575,10,1,1
https://www.sub11.facebook686.co/p860,sub11.facebook686.co,37,3,0,0,0,20,2,8,1,1,1,0,3,1096,4852,10,0,1
https://www.sub78.login42.jp/p597,sub78.login42.jp,33,3,0,0,0,16,2,7,1,1,0,0,2,843,2349,7,1,1
https://www.account403.br?q=4174,account403.br,32,2,0,0,0,13,2,7,1,0,0,0,3,2341,2633,12,1,0
https://www.bank13.br/p218/p470/p226?q=4562,bank13.br,43,2,0,0,0,9,2,15,1,3,0,1,4,773,5147,6,0,1
https://www.sub51.secure906.de/p793/p848?q=2727,sub51.secure906.de,47,3,0,0,0,18,2,15,1,2,1,1,3,150,4703,11,1,0
https://www.sub76.ssl613.au?q=4968,sub76.ssl613.au,34,3,0,0,0,15,2,9,1,0,0,0,2,294,3404,4,0,0
https://www.login20.jp/p573/p728,login20.jp,32,2,0,0,0,10,2,8,1,2,0,0,2,1450,3471,11,1,1
https://www.amazon283.net/p259/p971/p919/p746?q=9793,amazon283.net,52,2,0,0,0,13,3,19,1,4,0,0,3,2169,4138,9,0,1
https://www.sub87.microsoft103.uk/p940/p283/p635,sub87.microsoft103.uk,48,3,0,0,0,21,2,14,1,3,0,0,3,412,3049,15,0,0
https://www.sub57.bank267.com/p727/p540,sub57.bank267.com,39,3,0,0,0,17,3,11,1,2,0,0,2,266,3466,11,0,1
https://www.sub50.update414.net/p779,sub50.update414.net,36,3,0,0,0,19,3,8,1,1,0,0,4,220,3588,3,0,1
https://www.sub36.login184.co/p349?q=6394,sub36.login184.co,41,3,0,0,1,17,2,12,1,1,0,0,4,1396,4373,11,1,0
https://www.apple488.za/p520/p308,apple488.za,33,2,0,0,0,11,2,9,1,2,0,0,3,1277,4797,4,0,0
https://www.sub79.apple949.es/p740,sub79.apple949.es,34,3,0,0,0,17,2,8,1,1,1,0,3,948,4611,3,0,0
https://www.bank894.es/p889/p779/p557/p819,bank894.es,42,2,0,0,0,10,2,15,1,4,0,0,1,264,3569,7,0,1
https://www.amazon174.com/p318?q=4275,amazon174.com,37,2,0,0,0,13,3,10,1,1,0,0,3,223,3215,13,0,0
https://www.sub17.login893.cn/p11/p753/p588/p20?q=3270,sub17.login893.cn,54,3,0,0,0,17,2,19,1,4,0,1,4,2824,2188,13,1,1
https://www.sub87.secure917.ca/p466,sub87.secure917.ca,35,3,0,0,0,18,2,8,1,1,0,0,3,1774,2493,12,1,1
https://www.sub13.site99461.org/p314/p340/p77,sub13.site99461.org,45,3,0,0,0,19,3,15,1,3,0,0,1,1588,4711,3,0,1
https://www.account276.io/p819/p82?q=2920,account276.io,41,2,0,0,0,13,2,12,1,2,2,0,4,1541,3831,14,1,1
https://www.facebook299.de/p352?q=7526,facebook299.de,38,2,0,0,0,14,2,10,1,1,0,0,1,157,3190,12,0,0
https://www.sub51.pay345.uk/p507/p386?q=1259,sub51.pay345.uk,44,3,0,0,0,15,2,15,1,2,0,0,4,296,3377,12,1,0
https://www.sub93.microsoft809.au/p593,sub93.microsoft809.au,38,3,0,0,0,21,2,8,1,1,0,0,2,1663,730,7,0,1
http://www.ssl625.au/p685/p745/p330/p611?q=2718,ssl625.au,47,2,0,0,0,9,2,19,0,4,0,0,2,589,2992,4,0,0
https://www.paypal169.br/p3/p400/p272,paypal169.br,37,2,0,0,0,12,2,10,1,3,1,0,4,1095,4586,14,1,0
https://www.facebook689.ca/p103/p83,facebook689.ca,35,2,0,0,0,14,2,8,1,2,0,0,3,164,4995,13,0,1
https://www.sub79.paypal572.fr/p633/p364/p806,sub79.paypal572.fr,45,3,0,0,0,18,2,14,1,3,0,0,3,1491,2706,11,1,1
https://www.sub89.secure247.jp/p886/p116?q=5897,sub89.secure247.jp,47,3,0,0,0,18,2,15,1,2,1,0,3,1932,3502,13,1,1
https://www.amazon2.com/p870/p756/p745?q=3361,amazon2.com,45,2,0,0,0,11,3,14,1,3,0,0,3,1195,2923,3,0,0
https://www.sub30.google226.in/p619/p585/p770/p274,sub30.google226.in,50,3,0,0,0,18,2,17,1,4,1,1,3,1552,3918,12,0,1
https://www.pay333.fr/p720/p988?q=9463,pay333.fr,38,2,0,0,0,9,2,13,1,2,0,0,2,591,3779,7,1,1
https://www.sub35.pay370.ru/p652/p934/p979?q=4749,sub35.pay370.ru,49,3,0,0,0,15,2,18,1,3,1,1,3,232,3440,6,1,0
https://www.sub25.secure133.com/p540/p961/p619?q=2639,sub25.secure133.com,53,3,0,0,0,19,3,18,1,3,0,1,2,386,3626,12,1,0
http://www.ssl567.uk/p450?q=9535,ssl567.uk,32,2,0,0,0,9,2,10,0,1,0,0,4,115,3342,12,0,1
https://www.google628.net/p326,google628.net,30,2,0,0,0,13,3,6,1,1,0,0,1,444,2017,7,0,0
http://www.bank13.ca/p200/p130,bank13.ca,30,2,0,0,0,9,2,8,0,2,1,0,1,2144,3325,6,0,0
http://www.sub6.ebay798.za/p699/p989/p249/p892?q=6885,sub6.ebay798.za,53,3,0,0,0,15,2,20,0,4,0,0,2,199,4488,11,0,0
https://www.sub47.microsoft828.co/p982/p439?q=5131,sub47.microsoft828.co,50,3,0,0,0,21,2,15,1,2,1,0,3,920,4702,9,0,1
http://www.sub38.account831.com/p877/p477?q=8879,sub38.account831.com,48,3,0,0,0,20,3,15,0,2,0,1,3,1523,3947,14,1,0
https://www.sub13.shop409.fr/p747/p237?q=4032,sub13.shop409.fr,45,3,0,0,0,16,2,15,1,2,0,0,2,2076,4342,10,0,1
http://www.sub29.ebay528.com/p324/p768?q=424,sub29.ebay528.com,44,3,0,0,0,17,3,14,0,2,0,0,3,1248,5284,6,0,0
https://www.sub43.bank411.co/p111/p221/p210/p899?q=359,sub43.bank411.co,54,3,0,0,0,16,2,20,1,4,1,0,1,179,4271,4,0,0
https://www.account954.es/p486/p53/p702?q=5615,account954.es,46,2,0,0,0,13,2,15,1,3,0,0,3,18,3763,8,1,1
https://www.update568.br/p748?q=869,update568.br,35,2,0,0,0,12,2,9,1,1,0,0,3,358,654,4,0,0
https://www.sub87.amazon140.ru/p148/p774/p208,sub87.amazon140.ru,45,3,0,0,0,18,2,14,1,3,1,0,2,1207,2851,8,0,0
https://www.sub83.ebay452.io/p671/p632?q=9238,sub83.ebay452.io,45,3,0,0,0,16,2,15,1,2,0,0,1,1145,2005,4,0,0
https://www.shop207.org/p132/p292/p562?q=8254,shop207.org,45,2,0,0,0,11,3,16,1,3,0,0,2,178,4022,11,0,0
https://www.sub3.update203.us?q=5794,sub3.update203.us,36,3,0,0,0,17,2,8,1,0,0,0,1,243,3297,5,0,0
https://www.sub55.paypal259.au/p513/p991,sub55.paypal259.au,40,3,0,0,0,18,2,11,1,2,1,0,3,240,5321,15,1,0
http://www.sub56.pay811.br/p155,sub56.pay811.br,31,3,0,0,0,15,2,8,0,1,0,0,2,581,1969,5,1,1
https://www.amazon345.ca/p261/p107/p229?q=7992,amazon345.ca,46,2,0,0,0,12,2,16,1,3,1,0,3,883,3621,13,0,1
https://www.secure321.uk,secure321.uk,24,2,0,0,0,12,2,3,1,0,0,0,3,501,2997,7,1,0
http://www.ssl496.uk/p626?q=4597,ssl496.uk,32,2,0,0,0,9,2,10,0,1,0,0,3,340,4552,9,0,1
http://www.sub90.apple162.fr/p185/p554/p882?q=9381,sub90.apple162.fr,50,3,0,0,0,17,2,18,0,3,0,0,3,1143,2554,3,0,1
https://www.pay463.uk/p535/p526,pay463.uk,31,2,0,0,0,9,2,9,1,2,0,0,2,566,2845,8,1,1
https://www.sub67.apple897.au/p591/p814,sub67.apple897.au,39,3,0,0,0,17,2,11,1,2,1,0,3,703,4070,9,0,1
https://www.sub8.bank270.za,sub8.bank270.za,27,3,0,0,0,15,2,4,1,0,0,0,3,1715,3371,7,0,0
https://www.sub60.microsoft154.ru/p579/p810/p467/p156?q=9447,sub60.microsoft154.ru,60,3,0,0,0,21,2,21,1,4,1,0,3,2395,4396,13,0,1
https://www.microsoft729.za/p648/p223/p206/p215,microsoft729.za,47,2,0,0,0,15,2,15,1,4,1,0,3,439,4563,14,0,0
https://www.sub72.apple377.io,sub72.apple377.io,29,3,0,0,0,17,2,5,1,0,1,0,3,1593,5371,15,0,0
https://www.sub94.shop527.au/p499/p736/p94/p704,sub94.shop527.au,47,3,0,0,0,16,2,16,1,4,0,0,1,139,2343,10,0,0
https://www.paypal343.io/p482/p860/p742?q=1128,paypal343.io,46,2,0,0,0,12,2,16,1,3,0,0,4,794,221,9,1,1
